Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:19,2018-04-17 11:04:19,0.533s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 11:04:19,2018-04-17 11:04:20,0.216s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Commercial Travelers,Firefox 59.0,,2018-04-17 11:04:20,2018-04-17 11:04:27,7.722s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 11:04:20,2018-04-17 11:04:22,2.547s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 11:04:22,2018-04-17 11:04:23,1.013s,PASSED
click,Firefox 59.0,,2018-04-17 11:04:23,2018-04-17 11:04:24,0.739s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:24,2018-04-17 11:04:26,1.826s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:26,2018-04-17 11:04:26,0.442s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:26,2018-04-17 11:04:27,0.417s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:27,2018-04-17 11:04:27,0.446s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 11:04:27,2018-04-17 11:04:27,0.208s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Complete Senior Care,Firefox 59.0,,2018-04-17 11:04:27,2018-04-17 11:04:34,6.678s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 11:04:27,2018-04-17 11:04:30,2.518s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 11:04:30,2018-04-17 11:04:31,0.903s,PASSED
click,Firefox 59.0,,2018-04-17 11:04:31,2018-04-17 11:04:32,0.750s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:32,2018-04-17 11:04:33,1.835s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:33,2018-04-17 11:04:34,0.383s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 11:04:34,2018-04-17 11:04:34,0.202s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Consolidated health,Firefox 59.0,,2018-04-17 11:04:34,2018-04-17 11:04:42,7.564s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 11:04:34,2018-04-17 11:04:37,2.497s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 11:04:37,2018-04-17 11:04:37,0.856s,PASSED
click,Firefox 59.0,,2018-04-17 11:04:37,2018-04-17 11:04:38,0.823s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:38,2018-04-17 11:04:40,1.871s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:40,2018-04-17 11:04:41,0.406s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:41,2018-04-17 11:04:41,0.421s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:41,2018-04-17 11:04:41,0.441s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 11:04:41,2018-04-17 11:04:42,0.163s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/CrystalRun,Firefox 59.0,,2018-04-17 11:04:42,2018-04-17 11:04:49,7.689s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 11:04:42,2018-04-17 11:04:44,2.589s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 11:04:44,2018-04-17 11:04:45,0.867s,PASSED
click,Firefox 59.0,,2018-04-17 11:04:45,2018-04-17 11:04:46,0.821s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:46,2018-04-17 11:04:48,1.841s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:48,2018-04-17 11:04:48,0.398s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:48,2018-04-17 11:04:49,0.442s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:49,2018-04-17 11:04:49,0.455s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 11:04:49,2018-04-17 11:04:49,0.205s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Delaware American Life insurance,Firefox 59.0,,2018-04-17 11:04:49,2018-04-17 11:04:57,8.167s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 11:04:49,2018-04-17 11:04:52,2.544s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 11:04:52,2018-04-17 11:04:53,0.877s,PASSED
click,Firefox 59.0,,2018-04-17 11:04:53,2018-04-17 11:04:54,0.785s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:54,2018-04-17 11:04:55,1.882s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:55,2018-04-17 11:04:56,0.419s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:56,2018-04-17 11:04:56,0.430s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:56,2018-04-17 11:04:57,0.475s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:57,2018-04-17 11:04:57,0.474s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 11:04:57,2018-04-17 11:04:57,0.198s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Delta Dental of New York,Firefox 59.0,,2018-04-17 11:04:57,2018-04-17 11:05:06,8.763s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 11:04:58,2018-04-17 11:05:00,2.573s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 11:05:00,2018-04-17 11:05:01,0.891s,PASSED
click,Firefox 59.0,,2018-04-17 11:05:01,2018-04-17 11:05:02,0.754s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:05:02,2018-04-17 11:05:04,1.888s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:05:04,2018-04-17 11:05:04,0.440s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:05:04,2018-04-17 11:05:05,0.444s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:05:05,2018-04-17 11:05:05,0.463s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:05:05,2018-04-17 11:05:06,0.486s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:05:06,2018-04-17 11:05:06,0.492s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 11:05:06,2018-04-17 11:05:06,0.219s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Dental Health Alliance,Firefox 59.0,,2018-04-17 11:05:06,2018-04-17 11:05:13,6.736s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 11:05:06,2018-04-17 11:05:09,2.505s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 11:05:09,2018-04-17 11:05:10,0.895s,PASSED
click,Firefox 59.0,,2018-04-17 11:05:10,2018-04-17 11:05:10,0.774s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:05:10,2018-04-17 11:05:12,1.896s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:05:12,2018-04-17 11:05:13,0.385s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 11:05:13,2018-04-17 11:05:13,0.196s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/DentCare,Firefox 59.0,,2018-04-17 11:05:13,2018-04-17 11:05:20,7.298s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 11:05:13,2018-04-17 11:05:16,2.549s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 11:05:16,2018-04-17 11:05:17,0.947s,PASSED
click,Firefox 59.0,,2018-04-17 11:05:17,2018-04-17 11:05:17,0.781s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:05:17,2018-04-17 11:05:19,1.956s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:05:19,2018-04-17 11:05:20,0.416s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:05:20,2018-04-17 11:05:20,0.397s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 11:05:20,2018-04-17 11:05:20,0.164s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Dentegra,Firefox 59.0,,2018-04-17 11:05:20,2018-04-17 11:05:34,13.938s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 11:05:20,2018-04-17 11:05:23,2.541s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 11:05:23,2018-04-17 11:05:24,0.894s,PASSED
click,Firefox 59.0,,2018-04-17 11:05:24,2018-04-17 11:05:25,0.771s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:05:25,2018-04-17 11:05:26,1.928s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:05:26,2018-04-17 11:05:27,0.374s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 11:05:27,2018-04-17 11:05:27,0.171s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 11:05:27,2018-04-17 11:05:30,2.597s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 11:05:30,2018-04-17 11:05:30,0.885s,PASSED
click,Firefox 59.0,,2018-04-17 11:05:30,2018-04-17 11:05:31,0.772s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:05:31,2018-04-17 11:05:33,1.948s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:05:33,2018-04-17 11:05:34,0.388s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:05:34,2018-04-17 11:05:34,0.403s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 11:05:34,2018-04-17 11:05:34,0.191s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Eastern Vision Services,Firefox 59.0,,2018-04-17 11:05:34,2018-04-17 11:05:41,7.229s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 11:05:34,2018-04-17 11:05:37,2.592s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 11:05:37,2018-04-17 11:05:38,0.887s,PASSED
click,Firefox 59.0,,2018-04-17 11:05:38,2018-04-17 11:05:39,0.764s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:05:39,2018-04-17 11:05:40,1.915s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:05:40,2018-04-17 11:05:41,0.393s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:05:41,2018-04-17 11:05:41,0.405s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 11:05:41,2018-04-17 11:05:41,0.204s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Eddy Senior Care,Firefox 59.0,,2018-04-17 11:05:41,2018-04-17 11:05:48,6.779s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 11:05:42,2018-04-17 11:05:44,2.540s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 11:05:44,2018-04-17 11:05:45,0.865s,PASSED
click,Firefox 59.0,,2018-04-17 11:05:45,2018-04-17 11:05:46,0.771s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:05:46,2018-04-17 11:05:48,1.942s,PASSED
